"X","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"MonahanLawCA","Attorney practicing in the areas of employee benefits and insurance law, including ACA, ERISA, HIPAA, and COBRA.",1113,198,1065,435,"https://t.co/WUvaJWRzQU","Marilyn Monahan","2016-09-01 16:12:37",FALSE,FALSE,"MonahanLawCA","Marina del Rey, CA","en",771380246641639424,15,FALSE,"http://pbs.twimg.com/profile_images/771408670349406208/keHJUfaS_normal.jpg",-85.6023643,44.3148443
"BayCare","Follow us for the latest consumer health news and tips on living healthy from the leading community-based health system in the Tampa Bay area.",4569,14789,923,669,"https://t.co/axBw6wE1Nt","BayCare","2009-04-08 07:43:46",FALSE,FALSE,"BayCare","Tampa Bay area, FL","en",29664315,97,FALSE,"http://pbs.twimg.com/profile_images/877534769470242816/OU2bQcD5_normal.jpg",-71.0588801,42.3600825
"jsearfoss","#Healthcare guru innovating the rut of modern #medicine. CEO of Winchester VA @SCGhealth focused on creating #value during industry-wide #reform. #MACRAready",6083,2088,199,1561,"https://t.co/9a5Dt5pl4n","Jennifer Searfoss","2009-12-17 12:49:28",FALSE,FALSE,"jsearfoss","Winchester, VA","en",97434704,292,FALSE,"http://pbs.twimg.com/profile_images/804382132516818944/Ss1U6kBA_normal.jpg",-102.4107493,34.2331373
"MelissaIsArtsy","chicago. elmhurst alum. artist. tattoos. fitness. nutrition. animals. hockey. baseball. music. love.",39152,660,12210,487,"https://t.co/TB7A0E90Ip","melissa","2012-08-09 18:01:48",FALSE,FALSE,"MelissaIsArtsy","Chicago, IL","en",747665971,73,FALSE,"http://pbs.twimg.com/profile_images/961813654596304898/JZiBquml_normal.jpg",-94.304294,36.2786587
"APH_PoinD","Poindexter provides easy visibility to identify & predict high cost/risk areas: medication risk, care gaps, hospital admits/er-admits, ER use.",662,380,544,737,"http://t.co/OZpQFuSSIC","Poindexter from APH","2014-09-16 15:31:26",FALSE,FALSE,"APH_PoinD","Westlake, TX","en",2813361817,40,FALSE,"http://pbs.twimg.com/profile_images/971422755458498561/4-jCH2YX_normal.jpg",-118.3406288,33.8358492
"fomardones","MV MPVM PhD epidemiology UC Davis, quantitative epi and infectious dis ecology researcher. Assistant Prof. UNAB, Chile. Fourth Way. Bikram Yoga.",1079,331,425,696,"https://t.co/V1jC594gm1","Fernando Mardones","2011-10-22 20:46:20",FALSE,FALSE,"fomardones","Santiago, Chile","en",396154546,10,FALSE,"http://pbs.twimg.com/profile_images/878823120458723328/LYwxlTfL_normal.jpg",-78.6381787,35.7795897
"Slowitdownckd","Gail Rae-Garwood's books (available on Amazon) and blog about living with and learning about moderate stage CKD. Slowitdownckd@gmail.com",15923,434,11237,106,"https://t.co/FUQJY4oeFX","Gail Rae-Garwood","2011-07-12 05:16:26",FALSE,FALSE,"Slowitdownckd","AZ.","en",333845683,49,FALSE,"http://pbs.twimg.com/profile_images/969253367942807552/hOs1nwrq_normal.jpg",-84.2807329,30.4382559
"NatlHCHCouncil","The National Health Care for the Homeless Council works to eliminate homelessness by ensuring comprehensive health care and secure housing for everyone.",2015,1901,796,170,"http://t.co/xJUZbI3ChT","NatlHCHCouncil","2012-03-02 17:21:39",FALSE,FALSE,"NatlHCHCouncil","Nashville, TN","en",512215578,72,FALSE,"http://pbs.twimg.com/profile_images/1867533316/CouncillogoHiRes_copy_normal.jpg",-122.0651819,37.9100783
"EcoLogicalNet","Time to choose between the last days of exploitation or reintegration with nature, health, & opportunity...",40416,865,25508,4670,"https://t.co/peTvAI3Ncm","Ross Grayson","2009-04-30 18:36:21",FALSE,FALSE,"EcoLogicalNet","Eco-Logical Network, LA Metro","en",36735913,80,FALSE,"http://pbs.twimg.com/profile_images/625100016164573184/lNfXqaYg_normal.jpg",-97.7430608,30.267153
"tt85207533","Aesthetics Artist Actor SW6: #MALE-GROOMING #RF #Cavitation #Aromatherapy #Facials #Traditional-Sugaring#Laser #Nd-Yag #Microderma https://t.co/KIS009073H",116532,988,15481,2348,"https://t.co/KIS009073H","<U+269C><U+FE0F>T-Timur<U+269C><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>","2012-03-09 19:50:08",FALSE,FALSE,"tt85207533","London Earls Court sw5","en",519767002,238,FALSE,"http://pbs.twimg.com/profile_images/476667840804954112/U56EC3Z-_normal.jpeg",-84.2807329,30.4382559
"Sunshine_Clean","Sunshine's a leading commercial cleaning company in Southwestern Ontario. We're tweeting about #greencleaning, the #environment + everything awesome!",869,353,317,234,"http://t.co/PA49WMK0","Sunshine Maintenance","2012-05-17 15:33:44",FALSE,FALSE,"Sunshine_Clean","Ontario, Canada ","en",582880315,19,FALSE,"http://pbs.twimg.com/profile_images/2226498279/sunshine-logo-sun_normal.gif",-87.6297982,41.8781136
"rdombrovski","WIFE | MOM | Commercial Real Estate BROKER @ NAI BUSINESS PROPERTIES | Silver Executive @ FITTEAM GLOBAL",4905,2379,119,3784,"http://t.co/T7FgsHO8qE","Rica Dombrovski","2012-08-27 18:30:37",FALSE,FALSE,"rdombrovski","Billings, MT","en",785225480,57,FALSE,"http://pbs.twimg.com/profile_images/613430094338482176/3n-7BLa8_normal.jpg",-95.712891,37.09024
"1Whistleblowers","",7772,281,14,26,"https://t.co/REtYDJdiQ3","WhistleBlowers","2015-11-13 00:18:15",FALSE,FALSE,"1Whistleblowers","California, USA","en",4217841493,5,FALSE,"http://pbs.twimg.com/profile_images/857681547956109312/FFaaKZbE_normal.jpg",24.96676,45.943161
"PHRI_Rutgers","Fighting infectious diseases for seven decades",465,65,63,210,"https://t.co/N2M4ssahai","PHRI Rutgers","2015-12-09 16:05:10",FALSE,FALSE,"PHRI_Rutgers","Newark, New Jersey","en",4428127401,2,FALSE,"http://pbs.twimg.com/profile_images/954163318587035649/9_WwnL5K_normal.jpg",-74.5240422,39.3898388
"adjustmdoctor","Steven Wasserman, RN, DC,... Chiropractor, Functional Wellness Care, serving Orange County, Long Beach, and surrounding areas of So. CA",35,0,0,47,"https://t.co/y6Zi12gMvV","Steven Wasserman RN DC","2017-10-31 15:44:46",FALSE,FALSE,"adjustmdoctor","Los Alamitos, CA","en",925388081162629120,0,FALSE,"http://pbs.twimg.com/profile_images/925394435050835968/SBEaclDg_normal.jpg",-122.6764815,45.5230622
"Flint_Stowne","Flint Stowne is the author of the popular new book, ""PEOPLE SUCK!...or do you? A Book of perspectives.  A wry, humorous book about the human condition.",773,679,92,656,"https://t.co/oeCEN5vfkD","Flint (Beat The Flu) Stowne","2017-09-29 13:19:50",FALSE,FALSE,"Flint_Stowne","New York, NY","en",913755197045919744,2,FALSE,"http://pbs.twimg.com/profile_images/913756437922197504/gvlQumUG_normal.jpg",-74.0059728,40.7127753
"phdidaho","Official twitter for Panhandle Health District. Providing quality public health services to Benewah, Bonner, Boundary, Kootenai, and Shoshone counties.",889,997,401,895,"http://t.co/0hhPh4UPwa","Panhandle Health","2009-07-30 16:01:22",FALSE,TRUE,"phdidaho","Northern Idaho","en",61523172,36,FALSE,"http://pbs.twimg.com/profile_images/1860939924/new_PHD_logo_normal.jpg",-2.970721,56.462018
"KiowaPress","",931,35,2,243,"https://t.co/5wnyZ9Uce3","Kiowa County Press","2016-05-27 14:34:00",FALSE,FALSE,"KiowaPress","Eads, Colorado","en",736203807986585600,0,FALSE,"http://pbs.twimg.com/profile_images/822906699677765632/LqETIwVI_normal.jpg",-4.2026458,56.4906712
"CDCDirector","Acting CDC Director. (Note: Tweets prior to 1/31/18 were from former CDC directors.)",12690,117936,692,469,"https://t.co/Kd0WOEaDIM","Dr. Anne Schuchat","2011-12-02 21:20:26",FALSE,TRUE,"CDCDirector","Atlanta, GA","en",426909329,2358,FALSE,"http://pbs.twimg.com/profile_images/958743471132758016/8z1jLloN_normal.jpg",-74.007819,40.7129838
"CalHospitals","We represent over 400 hospitals and health systems advancing access to quality health care for all Californians.",1864,3007,364,1047,"http://t.co/d3J5df1g2a","CA Hospital Assoc.","2013-07-25 21:12:29",FALSE,FALSE,"CalHospitals","Sacramento, CA","en",1621324951,82,FALSE,"http://pbs.twimg.com/profile_images/472041500184813570/uNMX0s9Y_normal.png",178.065032,-17.713371
"GraniteGeek","Sci/Tech tidbits around New Hampshire (the Granite State) by Dave Brooks -  Concord Monitor reporter, Science Cafe N.H. moderator, NH Public Radio bloviator.",9974,1147,359,313,"http://t.co/by9AXd3Nlm","Granite Geek","2010-04-07 00:12:30",FALSE,FALSE,"GraniteGeek","New Hampshire","en",130324421,92,FALSE,"http://pbs.twimg.com/profile_images/635858895173357568/ls2li9RO_normal.jpg",-84.2700179,37.8393332
"1postpartummama","Follow/RT<U+2260>agreement opinion=mine #PublicHealth #ZPHIB, #cureclick, #fibroids, tweets 4 @dovelink, board member @StopStHarassmnt https://t.co/w0tO5SwDuS",83099,1765,5915,2780,"https://t.co/KhKLL5cFNO","Maliyka, MPH","2012-09-02 15:08:46",FALSE,FALSE,"1postpartummama","Brooklyn","en",798442806,352,FALSE,"http://pbs.twimg.com/profile_images/898102348995854336/CKf-8ilB_normal.jpg",-121.8863286,37.3382082
"FLDEO","Official account of the Florida Department of Economic Opportunity",5563,7383,1244,1009,"http://t.co/Xr8MNp3tGg","Florida DEO","2011-05-25 13:54:30",FALSE,FALSE,"FLDEO","Tallahassee, FL","en",305009858,162,FALSE,"http://pbs.twimg.com/profile_images/2184859566/DEO_Globe_RGB_normal.png",-115.1398296,36.1699412
"DeSchoolNurse","Promoting the profession of school nursing and advancing the delivery of professional school health services to promote optimal learning in students in Delaware",349,311,221,133,"http://t.co/KH0X3dC0Hz","DelawareSchool Nurse","2014-11-09 13:44:52",FALSE,FALSE,"DeSchoolNurse","Delaware","en",2868931095,7,FALSE,"http://pbs.twimg.com/profile_images/651155615994109952/1X-buy4W_normal.jpg",-72.097669,45.0057339
"pacificsource","PacificSource Health Plans is an independent, not-for-profit regional health plan serving Oregon, Idaho, and Montana.",749,415,135,303,"http://t.co/dokgGbm8ph","PacificSource","2008-12-15 21:53:24",FALSE,FALSE,"pacificsource","Oregon, Idaho, and Montana","en",18147851,12,FALSE,"http://pbs.twimg.com/profile_images/905831769026379776/GyDUYg8Z_normal.jpg",-71.3824374,42.4072107
"TSystem","End-to-end solutions for efficient and quality emergency care. Serving 40 percent of the nation's hospitals and counting.",4536,1153,312,1076,"http://t.co/SnuooEBOTe","T-System Inc.","2009-05-01 18:21:47",FALSE,FALSE,"TSystem","Dallas, Texas","en",37005216,76,FALSE,"http://pbs.twimg.com/profile_images/378800000637801363/83a673d63bd093e5a5b3385f9623cbba_normal.jpeg",-74.0059728,40.7127753
"HealthWareSys","",296,67,11,84,"http://t.co/Wu5X4OyaqV","HealthWare Systems","2012-03-26 21:34:17",FALSE,FALSE,"HealthWareSys","Elgin, IL","en",537666108,15,FALSE,"http://pbs.twimg.com/profile_images/790916930303590400/VLDWB226_normal.jpg",-119.7964612,36.8342412
"eTweeetz","Devoted wife & Mom AGAINST #vaccinemandates #weakscience FOR #informedconsent #optimalkidshealth https://t.co/OftmSNdplL https://t.co/Thf8xtspFl #vaxxed",23983,1299,22906,691,"https://t.co/k1G2uGcXX8","ETweeetz","2014-04-23 19:45:23",FALSE,FALSE,"eTweeetz","United States","en",2460179640,56,FALSE,"http://pbs.twimg.com/profile_images/877935831507492865/YNSzGyml_normal.jpg",-106.6055534,35.0853336
"UNDResearch","Researchers @NotreDame advance human understanding through research, scholarship & creative endeavor in order to be a powerful means for doing good in the world",2172,2364,1276,1496,"http://t.co/vnF91kDIzG","Notre Dame Research","2014-07-30 15:58:00",FALSE,TRUE,"UNDResearch","Notre Dame, IN","en",2693267988,61,FALSE,"http://pbs.twimg.com/profile_images/725710723465125888/bMW-CRki_normal.jpg",-97.0403352,32.8998091
"MyDoctorFriend","I'm an ER doc empowering patients by providing reliable medical information and improving doctor access via telemedicine.",1033,190,1165,383,"https://t.co/Y8vbnOvOPM","My Doctor Friend","2017-10-11 02:17:49",FALSE,FALSE,"MyDoctorFriend","Boston, MA","en",917937248615698432,6,FALSE,"http://pbs.twimg.com/profile_images/925178777386315777/0BWKMM-k_normal.jpg",-80.4549026,38.5976262
"NCState_CHHE","NC State Center for Human Health & the Environment has more than 70 scientists answering today's top environmental health questions.",889,115,23,49,"https://t.co/ubQmMSzk1c","NC State CHHE","2015-10-29 18:25:19",FALSE,FALSE,"NCState_CHHE","Raleigh, NC","en",4069615456,7,FALSE,"http://pbs.twimg.com/profile_images/712052010904920064/o944MEkC_normal.jpg",-95.712891,37.09024
"kjilly","#StrategicCOMMUNICATOR #lovePHARMA #loveBIOTECH #childrensbookauthor #loveDOGS #loveFITNESS #Celiac #author #blogger",8096,1674,1921,3955,"https://t.co/cxv2zzP5MD","Kara Jill Stancell","2009-05-13 15:21:50",FALSE,FALSE,"kjilly","Marina del Rey, CA","en",39770728,47,FALSE,"http://pbs.twimg.com/profile_images/1415031868/217651_1027918336299_1175536040_94743_393_a_normal.jpg",-95.712891,37.09024
"KumarShan6416","Author: The Unfinished Tale (Love that stood against religion) https://t.co/rqpphlDlEX… Views are Personal.",494,1274,245,3085,"https://t.co/o0xZr1wrV8","Shantanu Kumar","2013-01-05 06:45:26",FALSE,FALSE,"KumarShan6416","Patna, India","en",1062333408,1,FALSE,"http://pbs.twimg.com/profile_images/961243672980475904/dlxI1qYC_normal.jpg",-95.712891,37.09024
"code3rockport","Freestanding Emergency Room & Urgent Care.",142,233,30,1900,"https://t.co/K0atVjy3v6","Code 3 Rockport","2017-07-24 20:17:06",FALSE,FALSE,"code3rockport","Rockport, TX","en",889580220319227904,1,FALSE,"http://pbs.twimg.com/profile_images/889581270501425152/l4Yipa3X_normal.jpg",39.2083284,-6.792354
"PharmaDecisions","Barbara Simkin, Consulting for the future: Precision Medicine & Digital Health",17537,378,15,416,"https://t.co/Da2ITZMc5x","PharmaDecisions LLC","2010-01-13 03:30:55",FALSE,FALSE,"PharmaDecisions","San Francisco","en",104366332,487,FALSE,"http://pbs.twimg.com/profile_images/629014749141831680/hD8B1EZU_normal.jpg",-106.346771,56.130366
"StanfordHP","Innovative, cross-discipline research on health policy and primary care outcomes. RTs are not endorsements.",14149,4386,4129,3926,"http://t.co/2yezDv4fmf","StanfordHealthPolicy","2009-03-12 20:31:30",FALSE,FALSE,"StanfordHP","Stanford, CA","en",24029533,308,FALSE,"http://pbs.twimg.com/profile_images/662369824438288385/-ZjAFxNF_normal.jpg",-71.1097335,42.3736158
"MarkianHawryluk","Bend Bulletin health reporter, 2013 Knight-Wallace Journalism Fellow, Known to climb big mountains and live to write about it.",8586,1201,1059,1192,"https://t.co/LQbo38rq17","Markian Hawryluk","2011-02-10 20:15:31",FALSE,FALSE,"MarkianHawryluk","Bend, OR","en",250291669,140,FALSE,"http://pbs.twimg.com/profile_images/519136142495477760/kjmvkBXY_normal.jpeg",-93.2650108,44.977753
"Diassess","Next Generation Rapid DNA Testing",548,320,253,459,"http://t.co/kRypSQ4aCl","Diassess Inc.","2013-04-25 20:29:21",FALSE,FALSE,"Diassess","Emeryville, CA","en",1380356138,17,FALSE,"http://pbs.twimg.com/profile_images/461378535563595776/9PJyRMBk_normal.png",-117.1610838,32.715738
"FamilyStoryArt","Your family tree is full of stories. Ask questions. Don't wait. Family Stories Through Art workshops available in US, Canada, Australia, UK, Ireland",13542,2377,118,2045,"https://t.co/BXfAzbmMaa","Family Story Art","2012-07-05 17:54:00",FALSE,FALSE,"FamilyStoryArt","Boston, MA","en",627582308,232,FALSE,"http://pbs.twimg.com/profile_images/676095018168397825/s-N4FQVK_normal.jpg",-89.3985283,32.3546679
"LindseyMills7","Anchor/Reporter @NEWSCENTERmaine | From Arlington, MA | Proud @EndicottFH<ed><U+00A0><U+00BC><ed><U+00BF><U+0091> & @EndicottWIH <ed><U+00A0><U+00BC><ed><U+00BF><U+0092> alum | Wife to @ClayGordonNews | Coach @MaineStyxFH <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>",11929,2396,5838,1305,"https://t.co/4QmB2FbWIq","Lindsey Mills","2012-01-03 16:15:23",FALSE,TRUE,"LindseyMills7","Portland, ME","en",454084038,91,FALSE,"http://pbs.twimg.com/profile_images/951567724446183424/ZvlmkAGZ_normal.jpg",-122.3320708,47.6062095
"CenterFunny","We have everything, pictures, GIFs, videos, comics, memes, animals, quotes, trolls, jokes, humor that will entertain you for hours.",2427,100,0,37,"https://t.co/BMDXASpUwt","Funny Center","2015-11-03 14:09:04",FALSE,FALSE,"CenterFunny","United States","en",4113573374,45,FALSE,"http://pbs.twimg.com/profile_images/661547604556181504/fNwGUIkm_normal.png",-118.2436849,34.0522342
"WentWest_Ltd","As the Western Sydney Primary Health Network, WentWest connects health services to meet local needs across western Sydney.",1319,843,185,481,"http://t.co/bpzQ7Kycpc","WentWest Ltd","2012-10-24 23:57:01",FALSE,FALSE,"WentWest_Ltd","Blacktown, Sydney","en",902852486,38,FALSE,"http://pbs.twimg.com/profile_images/633876653224017920/4doBAFdF_normal.jpg",-81.655651,30.3321838
"MEActNet","An online platform empowering patients and #MEAllies to fight for equality for Myalgic Encephalomyelitis. #MEAction #mecfs",9833,5849,2074,2155,"http://t.co/LOAbaMCHvi","#MEAction Network","2014-05-17 10:54:10",FALSE,FALSE,"MEActNet","Global","en",2501259470,139,FALSE,"http://pbs.twimg.com/profile_images/805758648144265216/13jZBHT6_normal.png",-117.2711481,32.991155
"TalkZoneRadio","The Professional Podcasting Platform",9879,3170,505,2866,"http://t.co/MLS7BFxMpr","TalkZone Radio","2009-06-04 19:30:59",FALSE,FALSE,"TalkZoneRadio","Chicago, IL","en",44697063,108,FALSE,"http://pbs.twimg.com/profile_images/581551354142806016/mvyq-vTr_normal.jpg",-118.2436849,34.0522342
"ElenaMitsi","Senior RA in EHPC group #LSTM 
Areas of interest #immunology #pneumonia #lungs #mucosal vaccines #influenza",6,2,3,18,"https://t.co/Yja7PGeOMo","Elena Mitsi","2018-03-04 17:23:31",FALSE,FALSE,"ElenaMitsi","Liverpool, England","en",970349030596366336,0,FALSE,"http://pbs.twimg.com/profile_images/970413578149924868/IYPKSB-R_normal.jpg",-95.712891,37.09024
"ASNRADIONETWORK","ASN Radio Network Adult Talk for the Open Minded. Broadcasting from Sunny Florida! Featuring ASN Underground With Mike & Sheri",15102,6298,8137,3009,"https://t.co/LYbgsQLyyz","ASN RADIO NETWORK™","2016-09-19 14:58:27",FALSE,FALSE,"ASNRADIONETWORK","Orlando, FL","en",777884564886659072,22,FALSE,"http://pbs.twimg.com/profile_images/965318169060626433/pd59lW5t_normal.jpg",-74.0059728,40.7127753
"Pharmacy_Times","Providing #pharmacy news, clinical insights, & CE to help pharmacists deliver drug expertise & accessible patient care. Tweet us your questions & feedback!",24209,50433,791,859,"http://t.co/engdMSCX0T","Pharmacy Times","2010-02-03 19:50:37",FALSE,TRUE,"Pharmacy_Times","Cranbury, NJ","en",111091041,635,FALSE,"http://pbs.twimg.com/profile_images/842381216695361537/s1-izFta_normal.jpg",-115.1727871,36.0820594
"OHSportsMed","@OhioHealth Sports Medicine provides a full range of specialized care. Our experts will be there to guide you back to your fullest potential. #GiveEmHealth",14284,1602,35186,1287,"https://t.co/CcWoamz0U9","OhioHealth SportsMed","2014-04-22 17:07:24",FALSE,FALSE,"OHSportsMed","Columbus, OH","en",2458434224,62,FALSE,"http://pbs.twimg.com/profile_images/816731701237821440/7oYX1tWm_normal.jpg",-77.2013705,39.1434406
"MyleeRichards1","",471,51,696,762,"https://t.co/COJrEhbSry","Mylee Richards","2017-08-28 03:55:02",FALSE,FALSE,"MyleeRichards1","Wylie, TX","en",902016647438860288,0,FALSE,"http://pbs.twimg.com/profile_images/925421430984110081/eKKXr0ky_normal.jpg",-87.6297982,41.8781136
"DoctorYasmin","doctor, disease detective, poet, biographer, emmy award-winning journalist, powernapper. now: knight fellow at stanford. first book coming july 2018 <U+0627><U+0646><U+0634><U+0627><U+0621> <U+0627><U+0644><U+0644><U+0647>",51638,18385,26636,2301,"http://seemayasmin.com","Dr. Yasmin <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>","2010-11-09 15:06:40",FALSE,TRUE,"DoctorYasmin","International Space Station","en",213689248,667,FALSE,"http://pbs.twimg.com/profile_images/855053296347881472/MCPljb6B_normal.jpg",-122.1817252,37.4529598
"LAScrnwritr","Screenwriter/Production Assistant - MGM | Member of AFI, SFI & the Hollywood Heritage Organization. Lover of animals, music, and old movies - Bacon is God <ed><U+00A0><U+00BE><ed><U+00B5><U+0093><U+2665><U+FE0F>",2992,1051,8950,682,"https://t.co/eyIFTAE7vB","Alex Davies","2017-07-09 23:04:07",FALSE,FALSE,"LAScrnwritr","Los Angeles/Vancouver","en",884186432796897280,0,FALSE,"http://pbs.twimg.com/profile_images/964695135513554944/LseFaien_normal.jpg",-94.2968956,36.2756863
"rosehoban","Founder of NC Health News, now in our 6th year!! Formerly @ WUNC. Tweeting health news from/ about NC. RN, MPH in policy. Obsessed with data, evidence.",6736,2157,255,234,"https://t.co/zr6JLm0LmQ","Rose Hoban","2009-04-19 00:03:00",FALSE,FALSE,"rosehoban","Research Triangle Area, NC","en",33059311,161,FALSE,"http://pbs.twimg.com/profile_images/371093808/RoseHoban05SMALLER_normal.JPG",-123.1207375,49.2827291
"bluescaper","Bluescape helps companies create better products faster.",2545,1948,1465,630,"http://t.co/cwJjZ5zy30","Bluescape","2013-04-12 21:34:30",FALSE,FALSE,"bluescaper","San Carlos, CA","en",1347764262,137,FALSE,"http://pbs.twimg.com/profile_images/738958914213941248/CduAA4rU_normal.jpg",-75.3704579,40.6259316
"pti_nps","National Pharmaceutical Services (NPS) is a fully integrated pharmacy benefit manager that uses a proprietary claims processing system to tailor benefit plans.",223,37,3,16,"https://t.co/3S5dKML4A2","NPS","2015-10-27 18:47:53",FALSE,FALSE,"pti_nps","Omaha, NE","en",4038222432,12,FALSE,"http://pbs.twimg.com/profile_images/875385113063772160/N6DcJQq6_normal.jpg",-66.9036063,10.4805937
"portagesafety","Making Portage County a safer place to work through training, education, & networking. We meet monthly on the 2nd Thursday, 11:30am-1pm, at the Ravenna Elks.",853,184,153,318,"https://t.co/XzTXaGPn5k","Portage Safety Co","2013-05-07 17:05:41",FALSE,FALSE,"portagesafety","Ravenna, OH","en",1410711030,8,FALSE,"http://pbs.twimg.com/profile_images/735573764478406656/2X8VJiJx_normal.jpg",-85.6023643,44.3148443
"JulieMmmMmmGood","Space Ventures.  ENTP, future-thinker, overzealous @Cubs fan, culinary amateur, runner, spitfire.",1778,174,813,475,"https://t.co/hWLnlXMZpH","Julie Campbell","2009-04-15 00:13:50",FALSE,FALSE,"JulieMmmMmmGood","Deep in the Heart, TX, USA","en",31276229,4,FALSE,"http://pbs.twimg.com/profile_images/819246987182800907/aIBK0dhU_normal.jpg",-95.712891,37.09024
"EndingInfection","Advanced decontamination: Eliminating 99.99% of harmful viruses, bacteria, fungi, micro-organisms #infectioncontrol #healthierspaces #disinfection",1560,160,2038,675,"https://t.co/XflBA6H1ak","Pathogend Services","2015-04-15 18:04:58",FALSE,FALSE,"EndingInfection","Oviedo, FL","en",3158079277,3,FALSE,"http://pbs.twimg.com/profile_images/911195016122568704/gRoziqBi_normal.jpg",-84.3879824,33.7489954
"JOCOHealth","Mission: Protect the health and environment, prevent disease and promote wellness for all who live, work and play in JOCO through exceptional public service.",4210,2014,1070,635,"http://t.co/6PwaTn0Cut","JCDHE","2009-06-23 18:36:49",FALSE,TRUE,"JOCOHealth","Olathe, KS","en",50059286,81,FALSE,"http://pbs.twimg.com/profile_images/913417396949364736/yvjqTaPb_normal.jpg",-98.7591311,20.1010608
"GlobalPHObserv","Johns Hopkins University - School of Public Health - Academic-based public health observatory - operational research and training  - Epidemiology Methods",20672,1638,606,604,"https://t.co/ZkYMtFS7IO","Global Health Observ","2014-06-13 20:40:04",FALSE,FALSE,"GlobalPHObserv","Baltimore MD USA","en",2565865626,271,FALSE,"http://pbs.twimg.com/profile_images/685926471077072896/FVn9MBix_normal.jpg",-96.7969879,32.7766642
"EmoryAgingStudy","Your opportunity to partner with @EmoryUniversity physicians to help make discoveries that will change our understanding of aging for generations to come.",248,99,12,108,"https://t.co/xI2UywVeqq","Emory Aging Study","2015-11-30 21:34:10",FALSE,FALSE,"EmoryAgingStudy","Atlanta, GA","en",4332947357,4,FALSE,"http://pbs.twimg.com/profile_images/671443083704184832/d0oR1_kX_normal.png",-122.4194155,37.7749295
"marietarrant","Director of the School of Nursing, UBC Okanagan  |  Maternal and Child Health Researcher  |  Breastfeeding Activist  |  Tweets are my own",2374,230,544,312,"https://t.co/DG1CMu88oQ","Marie Tarrant","2013-09-05 12:36:38",FALSE,FALSE,"marietarrant","Kelowna, British Columbia","en",1731823274,19,FALSE,"http://pbs.twimg.com/profile_images/665720624103362561/6A1fmlya_normal.jpg",-73.9023166,40.863007
"SesmaLab","Innate immune modulation by dengue virus and other viruses of human health interest. La jefa also mastered the art of the Spanish fan...Views are my own",1017,524,1744,114,"https://t.co/aJ2XrrytSa","Ana Fernandez-Sesma","2017-06-21 20:39:30",FALSE,FALSE,"SesmaLab","Manhattan, NY","en",877627057538256896,8,FALSE,"http://pbs.twimg.com/profile_images/900737680442445825/BH735LQZ_normal.jpg",-77.0368707,38.9071923
"iamsick_ca","We help Canadians access healthcare. Find nearby healthcare options, book appointments online & see wait times! iOS, Android & BB10 apps
https://t.co/fCR4dnRxlw",5263,3545,3575,4999,"http://t.co/Vav5alPCqg","iamsick.ca","2012-07-31 02:35:02",FALSE,FALSE,"iamsick_ca","Toronto, Canada","en",727382779,196,FALSE,"http://pbs.twimg.com/profile_images/771184227979112449/lLU_C6UU_normal.jpg",-112.0740373,33.4483771
"joeBondyDenomy","Assistant Professor @UCSF, Dept. of Micro & Immun. We study pathogenic bacteria, bacteriophages, and CRISPR/anti-CRISPR arms race.
U Toronto and Waterloo alum",653,779,928,1018,"https://t.co/S9SCJaR7H3","Joe Bondy-Denomy","2012-12-25 01:54:09",FALSE,FALSE,"joeBondyDenomy","San Francisco, CA","en",1033828290,15,FALSE,"http://pbs.twimg.com/profile_images/757267060074254338/WZDMbL7V_normal.jpg",-84.3879824,33.7489954
"anitamulero","News editor for @RAPSorg's Regulatory Focus. Tweets on #meddevices, #digitalhealth, #biotech, #pharma, #healthcare. Email tips to amulero@raps.org",4366,1157,847,1021,"https://t.co/JcAa7x3TEm","Ana Cristina Mulero","2009-06-16 02:06:51",FALSE,FALSE,"anitamulero","Washington, DC","en",47512768,83,FALSE,"http://pbs.twimg.com/profile_images/816721419941908480/W8M9ViMN_normal.jpg",-82.0105148,33.4734978
"appleton_rob","United States",33986,279,58,135,"https://t.co/9TPyStnDIV","Rob Appleton","2015-05-06 00:38:40",FALSE,FALSE,"appleton_rob","American IT Infrastructure Supporting Internet Web Hosting, Domain Registration. 24/7 US based Customer Support","en",3237540658,0,FALSE,"http://pbs.twimg.com/profile_images/968562886347026432/aG9oUEO-_normal.jpg",-111.8910474,40.7607793
"IU20nursingsvc","Coordinator Of Nursing Sevices",28,29,42,41,"https://t.co/F70pirpSjx","Christina Williams","2017-12-19 18:44:13",FALSE,FALSE,"IU20nursingsvc","Tatamy, PA","en",943190245914435584,1,FALSE,"http://pbs.twimg.com/profile_images/958403663873024000/HDM0wFwM_normal.jpg",-84.3879824,33.7489954
